AcresBurned,AdminUnit,ArchiveYear,Counties,Extinguished date,extinguish time,Fatalities,Latitude,Location,Longitude,Name,SearchDescription,Started date,Start Time,StructuresDamaged,StructuresDestroyed
1708,CAL FIRE Madera-Mariposa-Merced Unit / Sierra National Forest ,2013,Mariposa,6/26/2013,11:15:00Z,,37.58202,"Off Carstens Road, east of 140 in the Midpines area.",-119.91071,Carstens Fire,"The Carstens Fire started in June 2013 off Carstens Road, east of 140 in the Midpines area in Mariposa County.",6/16/2013,14:12:00Z,,
20,US Forest Service - Lake Tahoe Basin Management Unit,2014,El Dorado,9/25/2014,07:27:00Z,,38.9195001,"Desolation Wilderness, 8 miles west of South Lake Tahoe",-120.1140659,Cascade Fire,"The Cascade Fire started on September 25 and burned 20 acres in Desolation Wilderness, 8 miles west of South Lake Tahoe in El Dorado County.",9/25/2014,18:00:00Z,,
9989,CAL FIRE Nevada-Yuba-Placer Unit,2017,Yuba,2/9/2018,09:39:00Z,4,39.32198,"Cascade Way and Marysville Rd, north of Collins Lake ",-121.4021,Cascade Fire (Wind Complex),"The Cascade Fire started on October 08, 2017 off Cascade Way and Marysville Rd, north of Collins Lake in Yuba County. This fire is a part of the Wind Complex and 2017 October Fire Siege.",10/8/2017,23:03:00Z,10,264
50,Ventura County Fire Department,2016,Ventura,4/30/2016,07:00:00Z,,34.37259248,"near Casitas Vista and Ventura Avenue, south of Casitas Springs  ",-119.3053844,Casitas Fire,"The Casitas Fire burned near Casitas Vista and Ventura Avenue, south of Casitas Springs in April 2016.",4/28/2016,19:00:00Z,,
14,CAL FIRE San Diego Unit,2018,San Diego,1/4/2019,09:24:00Z,,33.05737,"off Old Julian Highway and Creek Hollow, west of Ramona",-116.77154,Casner Fire,"The Casner fire started on August 6, 2018 off Old Julian Highway and Creek Hollow, west of Ramona (San Diego County) and burned 14 acres. It was contained on August 6, 2018. ",8/6/2018,10:31:00Z,,
75,CAL FIRE Shasta-Trinity Unit,2014,Shasta,7/8/2014,18:30:00Z,,40.5719,"Off Cassel Road at Thrush Road, in Cassel",-121.3415,Cassel Fire,"The Cassel Fire started on July 5, 2014 and burned off Cassel Road at Thrush Road, in Cassel in Shasta County.",7/5/2014,18:44:00Z,,
30,Los Angeles County Fire,2017,Los Angeles,3/22/2018,16:34:00Z,,34.52055,"I-5, north of Hughes Rd., 2 miles north of Lake Hughes",-118.62882,Castaic Fire,"The Castaic fire started on August 31, 2017, on I-5 north, north of Hughes Rd., north of Lake Hughes and burned 30 acres.",8/31/2017,16:32:00Z,,
48,CAL FIRE Santa Clara Unit,2018,Alameda,1/4/2019,09:14:00Z,,37.69926,"I 580 and Paloverde Rd., Castro Valley",-122.02805,Castro Fire,"The Castro Fire started on August 26, 2018 at I 580 x Paloverde Rd., Castro Valley in Alameda County. The fire burned 48 acres and was contained on August 26, 2018.",8/26/2018,14:23:00Z,,
78,CAL FIRE Santa Clara Unit,2017,Santa Clara,1/9/2018,12:04:00Z,,36.96607,"off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy",-121.55552,Castro Fire,"The Castro Fire started on July 23, 2017 off of off Castro Valley Rd. &  Hwy 101,  southwest of Gilroy in Santa Clara County and burned 78 acres. ",7/23/2017,16:07:00Z,,
3126,Los Padres National Forest,2019,Santa Barbara,12/14/2019,08:22:00Z,,34.5025,Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest,-119.785,Cave Fire (No Longer a CAL FIRE Incident),"The Cave Fire started November 25, 2019 near Highway 154 and E Camino Cielo near Painted Cave in the Los Padres National Forest.",11/25/2019,19:59:12Z,,
29322,Sequoia National Forest,2016,Kern,10/1/2016,06:00:00Z,,35.7506,"off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights",-118.5678,Cedar Fire,"The Cedar Fire started on August 16 off of Hwy 155 in the Greenhorn Mountains, west of Wofford Heights, on the Sequoia National Forest in Kern County.",8/16/2016,16:35:00Z,,
40,CAL FIRE Lassen - Modoc Unit,2015,Lassen,9/10/2015,07:49:00Z,,40.400196,"Center Rd, east of Susanville",-120.553075,Center Fire,"Center Fire started on September 9, 2015 off Center Road, west of High Desert State Prison, east of Susanville (Lassen County) and burned 40 acres.",9/9/2015,14:12:00Z,,
15,CAL FIRE Lassen-Modoc Unit,2017,Modoc,1/9/2018,11:58:00Z,,41.45589,"County Road 60 and 54, Alturas",-120.56933,Centerville Fire,"The Centerville fire started on July 17, 2017 off County Road 60 and 54, alturas in Modoc County and burned 15 acres.",7/17/2017,13:38:00Z,,
80,CAL FIRE Butte Unit,2013,Butte,9/1/2013,18:00:00Z,,39.731878,"Off Centerville Rd in the Butte Creek Canyon in the community of Centerville, west of Magalia ",-121.713938,Centerville Fire,"The Centerville Fire burned August 2013 off of Centerville Road in the Butte Creek Canyon in the community of Centerville, west of Magalia, in Butte County.",8/31/2013,17:23:00Z,,
10,Kern County Fire Department,2017,Kern,1/9/2018,10:17:00Z,,34.87128,10 miles West of Rosamond,-118.35296,Champagne Fire,"The Champagne Fire started on n May 28, 2017 10 miles east of Rosamond in Kern County and burned 10 acres.",5/28/2017,10:59:00Z,,
22,CAL FIRE Amador-El Dorado,2019,El Dorado,9/29/2019,21:35:00Z,,38.538467,Chaparral Drive and Latrobe Road in Latrobe,-120.965105,Chaparral Fire,"The Chaparral Fire started September 29, 2019 in the area of Chaparral Drive and Latrobe Road in Latrob.",9/29/2019,21:44:45Z,,
7055,CAL FIRE San Diego Unit / Cleveland National Forest,2013,San Diego,7/15/2013,06:15:00Z,,32.95435,"off Sunrise Hwy, 9 miles southeast of Julian",-116.47381,Chariot Fire,"Chariot Fire burned in July 2013 off Sunrise Hwy, 9 miles southeast of Julian in San Diego County. ",7/6/2013,12:55:00Z,9,149
3380,US Forest Service - Angeles National Forest,2018,Los Angeles,1/4/2019,09:03:00Z,,34.48229,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",-118.60858,Charlie Fire,"The Charlie Fire started on September 22 2018 near Charlie Canyon Rd and Tapia Canyon Rd, Castaic (Los Angeles County). It was contained on October 1, 2018 and burned 3,380 acres.",9/22/2018,14:30:00Z,,
8417,CAL FIRE Butte Unit,2017,Butte,2/9/2018,09:48:00Z,,39.62496,"off Cherokee Road and Zonalea Lane, Oroville ",-121.52966,Cherokee Fire,"The Cherokee Fire started on October 8, 2017 off of Cherokee Road and Zonalea Lane, Oroville in Butte County.",10/8/2017,21:45:00Z,1,6
25,CAL FIRE Riverside Unit,2013,Riverside,5/20/2013,18:50:00Z,,33.96201,Off Sunset Ave & Mesa St in Banning,-116.907213,Cherry Fire,"The Cherry Fire burned in May 2012 off Sunset Ave and Mesa Street in Banning, in Riverside County. ",5/20/2013,13:47:00Z,,
63,Klamath National Forest,2018,Siskiyou,1/4/2019,09:59:00Z,,41.83359,"Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest",-122.99272,Cherry Fire,"The Cherry Fire started on June 27 2018 near Cherry Maple Road Klamath River, NW of Yreka, Klamath National Forest (Siskiyoy County) and burned 63 acres. It was contained on July 5, 2018. ",6/27/2018,19:46:00Z,,
41,CAL FIRE San Mateo-Santa Cruz Unit,2013,San Mateo,9/7/2013,20:00:00Z,,37.667295,"Chestnut Ave and Hillside Blvd, San Bruno Mountain, South San Francisco",-122.427285,Chestnut Fire,"The Chestnut Fire burned September 2013 off of Chestnut Ave and Hillside Blvd, near San Bruno Mountain, south of San Francisco, in San Mateo County.",9/7/2013,13:55:00Z,,
1020,Tahoe National Forest,2017,Plumas,1/9/2018,12:20:00Z,,39.75371,"Chilcoot Ave, Chilcoot",-120.1397,Chilcoot Fire,"The Chilcoot Fire started on August 6, 2017 off off Chilcoot Ave, Chilcoot (Plumas County) and burned 1,020 acres. ",8/6/2017,15:32:00Z,,
38,CAL FIRE Sonoma-Lake-Napa Unit,2015,Napa,6/17/2015,13:10:00Z,,38.5287,"Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena",-122.3415,Chiles Fire,"The Chiles Fire started on June 16, 2015 nears Chiles Pope Valley Rd. & Lower Chiles Valley Rd., East of St. Helena (Napa County)",6/16/2015,14:27:00Z,,
0,Bureau of Land Management,2016,Tulare,6/19/2016,18:00:00Z,,35.84883,15 miles northeast of Kernville,-118.08591,Chimney Fire,"The Chimney Fire started on June 1, 2016 just 15 miles northeast of Kernville (Tulare County) and burned 1,324 acres.",6/1/2016,15:35:00Z,,
46344,CAL FIRE San Luis Obispo Unit,2016,San Luis Obispo,9/6/2016,07:30:00Z,,35.70595,Running Deer Rd & Chimney Rock Rd south of Lake Nacimiento ,-120.98316,Chimney Fire,"The Chimney Fire started on August 13, 2016 at Running Deer Rd and Chimney Rock Rd., south of Lake Nacimiento in San Luis Obispo County. ",8/13/2016,16:03:00Z,8,70
17,CAL FIRE Amador-El Dorado Unit,2018,Amador,1/4/2019,10:05:00Z,,38.265645,"off China Gulch Road and Comanche Parkway North, Jackson Valley",-120.892404,China Fire,"The China Fire started off China Gulch Road and Comanche Parkway North, Jackson Valley (Amador County) and burned 17 acres. It was contained on June 19, 2018.  ",6/17/2018,13:58:00Z,,
212,CAL FIRE Shasta-Trinity Unit,2015,Shasta,8/1/2015,19:00:00Z,,40.415108,"China Gulch, Happy Valley, Southwest of Redding",-122.439939,China Fire,"The China Fire started on July 29, 2015 and burned 212 acres off China Gulch, southwest of Redding in Shasta County.",7/29/2015,17:55:00Z,1,5
282,USFS - Los Padres National Forest,2015,Ventura,8/12/2015,08:00:00Z,,34.44700817,"Maricopa Highway 33 & Chorro Grande Canyon, north of Ojai ",-119.262981,Chorro Fire,"The Chorro Fire started on August 2, 2015 and burned 282 acres off Maricopa Highway 33 and Chorro Grande Canyon, North of Ojai in Ventura County.",8/2/2015,13:15:00Z,,
370,Humboldt - Toiyabe National Forest,2017,Mono,1/9/2018,13:46:00Z,,38.46111,"Hwy 395, north of Hwy 108, Walker Watershed, south of Walker",-119.48284,Chris Fire,"The Chris Fire started November 13, 2017 off Hwy 395, north of Hwy 108, Walker Watershed, south of Walker (Mono County). ",11/13/2017,11:28:00Z,,
33,CAL FIRE / Riverside County Fire,2017,Riverside,1/9/2018,11:46:00Z,,33.763304,"off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow",-117.314994,Christmas Fire,"The Christmas Fire started on July 7, 2017 off Christmas Tree Ln & Santa Rosa Mine Rd, in Good Meadow (Riverside County) and burned 33 acres.",7/7/2017,12:56:00Z,,
75,CAL FIRE Tehama-Glenn Unit,2018,Glenn,1/4/2019,10:21:00Z,,39.65578,"Hwy 162 and Forest Hwy 7, northwest of Elk Creek",-122.58666,Chrome Fire,"The Chrome Fire started on May 28, 2018 at Hwy 162 and Forest Hwy 7, northwest of Elk Creek in Glenn County. is 100% contained at 75 Acres",5/28/2018,17:33:00Z,,
2290,CAL FIRE Tehama-Glenn Unit,2018,Glenn,1/4/2019,10:09:00Z,,39.64978,"Hwy 162 and Forest Hwy 7, north of Elk Creek",-122.58218,Chrome Fire,"The Chrome Fire started on June 9, 2018 at Hwy 162 and Forest Hwy 7, north of Elk Creek (Glenn County) and burned 2,290 acres. It was contained on June 15, 2018. ",6/9/2018,15:32:00Z,,1
31,CAL FIRE Tuolumne-Calaveras Unit,2013,Calaveras,7/23/2013,15:10:00Z,,37.965364,"near the 4500 block of Chuckwagon Drive, Copperopolis",-120.696362,Chuckwagon Fire,"The Chuckwagon Fire burned in July 2013 off Chuckwagon Drive, near Copperopolis in Calaveras County. ",7/22/2013,12:34:00Z,,
20,CAL FIRE Santa Clara Unit,2018,Santa Clara,1/4/2019,09:33:00Z,,37.07793,"Monterey Road and Church Ave, San Martin",-121.600023,Church Fire,"The Church Fire started on July 25, 2018 off Monterey Road and Church Ave, San Martin (Santa Clara County) and burned 20 acres. It was contained on July 27, 2018.",7/25/2018,16:14:00Z,,
100,CAL FIRE San Diego Unit,2017,San Diego,1/9/2018,13:41:00Z,,32.64962,"off Highway 94 and Church Rd, Campo Indian Reservation ",-116.37345,Church Fire,"The Church Fire started on October 21, 2017 off Highway 94 and Church Rd, Campo Indian Reservation (San Diego County). It was contained on October 23, 2017.",10/21/2017,13:04:00Z,,
670,CAL FIRE San Benito - Monterey Unit,2015,San Benito,10/16/2015,18:00:00Z,,36.70854,"Cienega Rd & Limekiln Rd, south of Hollister",-121.32734,Cienega Fire,"The Cienega Fire started on October 12, 2015 off Cienega Rd & Limekiln Rd, south of Hollister (San Benito County)",10/12/2015,16:00:00Z,,
13,CAL FIRE San Diego Unit,2018,San Diego,1/4/2019,09:39:00Z,,33.04898,"Old Julian Way & Cinnamon Rock Rd, east of Ramona",-116.78928,Cinnamon Fire,"The Cinnamon Fire started on July 20, 2018 off old Julian Way & Cinnamon Rock Rd, east of Ramona (San Diego County). The fire burned 13 acres, and was contained on July 20, 2018.",7/20/2018,13:07:00Z,1,0
257,CAL FIRE Tulare Unit,2019,Tulare,6/11/2019,14:48:00Z,,36.18479,"Off Rd 256 & Ave 220, east of Strathmore",-118.99229,Citrus Fire,"The Citrus Fire started on June 2, 2019 off Rd 256 & Ave 220, east of Strathmore (Tulare County) and burned 257 acres. It was contained on June 3, 2019.",6/2/2019,16:12:00Z,,
20,CAL FIRE/Fresno County Fire,2017,Kings,1/9/2018,10:04:00Z,,35.983,"off of Hwy 41 & I-5, south of Kettleman City",-119.91508,City Fire,"The City Fire started on May 18 off of Hwy 41 & I-5, south of Kettleman City in Kings County and burned 20 acres. ",5/18/2017,12:54:00Z,,
32,CAL FIRE Amador El-Dorado,2016,Sacramento,6/3/2016,19:55:00Z,,38.3131,off Highway 104 and Clay East Road near Herald,-121.06452,Clay Fire,The Clay Fire off Highway 104 and Clay East Road near Herald (Sacramento County) burned in June 2016.,6/3/2016,16:57:00Z,,
68,CAL FIRE Amador-El Dorado Unit,2017,Sacramento,1/9/2018,10:22:00Z,,38.33707,"off Clay East Rd, east of Herald",-121.11113,Clay Fire,"The Clay Fire started on June 1, 2017 off of Clay East Road near Herald in Sacramento County and burned 68 acres. ",6/1/2017,15:38:00Z,,
3929,CALFIRE Sonoma-Lake-Napa Unit,2016,Lake,8/26/2016,18:00:00Z,,38.89741,off Hwy 29 and Clayton Creek south of Lower Lake,-122.60664,Clayton Fire,"The Clayton Fire started on August 13, 2016 off Hwy 29 and Clayton Creek south of Lower Lake (Lake County).",8/13/2016,18:03:00Z,28,300
0,Klamath National Forest,2017,Siskiyou,1/9/2018,12:05:00Z,,41.702,"Clear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County)",-123.508,Clear Complex (merged into Eclipse Complex),"The Clear Complex satarted on July 25th 2017 offClear Creek Drainage, 7 miles southwest of Happy Camp (Siskiyou County).",7/25/2017,12:45:00Z,,
110,San Bernardino National Forest,2013,San Bernardino,8/18/2013,20:55:00Z,,34.287,I-15 Cajon Pass south of Cleghorn Road,-117.451,Cleghorn Fire,The Cleghorn Fire burned in August 2013 off I-15 Cajon Pass south of Cleghorn Road in San Bernardino County. ,8/17/2013,17:25:00Z,,
108,CAL FIRE/Fresno County Fire,2013,Fresno,6/13/2013,21:30:00Z,,36.772425,"Clinton and Highland, East of Fresno",-119.628389,Clinton Fire,"The Clinton Fire started in June 2013 off Clinton and Highland, East of Fresno in Fresno County. ",6/13/2013,11:54:00Z,,
8073,CAL FIRE Shasta-Trinity Unit,2013,Shasta,9/15/2013,07:30:00Z,,40.498332,"Community of Igo, 10 miles southwest of Redding",-122.535496,Clover Fire,"The Clover Fire burned September 2013 near the community of Igo, 10 miles southwest of Redding, in Shasta County.",9/9/2013,12:32:00Z,10,201
27,CAL FIRE Shasta-Trinity Unit,2013,Shasta,8/14/2013,20:35:00Z,,40.473356,"Cloverdale Rd. and Dale Rd., Happy Valley, 9 miles SW of Redding",-122.48259,Cloverdale Fire,"The Cloverdale Fire burned in August 2013, Cloverdale Roadd. and Dale Road, Happy Valley, 9 miles southwest of Redding in Shasta County. ",8/14/2013,15:37:00Z,,
100, San Diego Fire-Rescue Department,2018,San Diego,1/4/2019,09:19:00Z,,33.0971179,"off San Pasqual Valley Rd, near Escondido.",-117.0242529,Cloverdale Fire,"The Cloverdale Fire started on August 13th, 2018 off off San Pasqual Rd near Escondido (San Diego County).  This fire was contained on August 16, 2018 and burned 100 acres.",8/13/2018,14:58:00Z,,
112,CAL FIRE Butte Unit,2016,Butte,6/20/2016,19:50:00Z,,39.595,"Off Coal Canyon Rd & Hwy 70, north of Oroville",-121.6008,Coal Fire,"The Coal Fire started on June 20 off Coal Canyon Rd & Hwy 70, north of Oroville (Butte County)",6/20/2016,16:38:00Z,,
102,CAL FIRE Fresno-Kings Unit,2017,Fresno,1/9/2018,12:48:00Z,,36.36113,"Mendota Road and Interstate 5, 12 miles north of Coalinga",-120.32685,Coalinga Fire,"The Coalinga Fire started August 30 2017 off Mendota Road and Interstate 5, 12 miles north of Coalinga (Fresno County) and burned 102 acres.",8/30/2017,16:51:00Z,,
14,Santa Barbara County Fire,2017,Santa Barbara,1/9/2018,13:49:00Z,,34.605358,"off the 3500 Block of Highway 1, south east of Lompoc",-120.414875,Coast Fire,"The Coast Fire started on December 14, 2017 off the 3500 Block of Highway 1, South east of Lompoc (Santa Barbara County) and burned 14 acres. It was contained on December 15, 2017.",12/14/2017,12:59:00Z,,
108,CAL FIRE Fresno-Kings Unit,2018,Fresno,1/4/2019,10:22:00Z,,36.75581,"Cobblestone Lane and Thernal Road, Tivy Valley",-119.42172,Cobble Fire,"The Cobble Fire started on May 26, 2018 off Cobblestone Lane and Thernal Road, Tivy Valley in Fresno County. The fire burned 108 acres and was 100% contained on May 27, 2018.",5/26/2018,14:52:00Z,,
1995,San Marcos Fire / CAL FIRE San Diego Unit / Elfin Forest Fire Dept,2014,San Diego,5/22/2014,18:15:00Z,,33.1137,"Village Drive and Twin Oaks Road, San Marcos",-117.1599,Cocos Fire,"The Cocos Fire started on May 14, 2014 and burned off Village Drive & Twin Oaks Road in San Diego County.",5/14/2014,16:00:00Z,,40
120,CAL FIRE Santa Clara Unit,2016,Stanislaus,6/9/2016,17:10:00Z,,37.17072,"Henry W. Coe State Park, Del Puerto Canyon, 20 miles west of Gustine (Stanislaus Co.)",-121.42238,Coe Fire,"In June, 2016 The Coe Fire burned in the Henry Coe State Park near Gustine.",6/7/2016,16:30:00Z,,
6258,US Forest Service - Shasta Trinity National Forest,2014,Shasta,11/14/2014,13:00:00Z,,41.141,East Fork of the Coffee Creek Drainage,-122.805,Coffee Fire,"The Coffee Fire started July 30, 2014 and burned 6,258 acres near East Fork of the Coffee Creek Drainage on the Shasta-Trinity National Forest in Shasta County.",7/30/2014,20:30:00Z,,
1952,Angeles National Forest and LA County Fire Department,2014,Los Angeles,1/27/2014,10:00:00Z,,34.1703,"near Morris Reservoir, north of Glendora",-117.8816,Colby Fire,"The Colby Fire started on January 16, 2014 and burned 1,952 acres near Morris Reservoir, north of Glendora in Los Angeles County. ",1/16/2014,05:50:00Z,,
5731,CAL FIRE Sonoma Lake Napa Unit,2016,Yolo,8/12/2016,15:00:00Z,,38.52513,"off of Highway 128 west of Pleasants Valley Road, west of Winters",-122.06788,Cold Fire,"Cold Fire started on August 2, 2016 off of Highway 128 west of Pleasants Valley Road, west of Winters (Yolo County)",8/2/2016,16:36:00Z,,2
13,CAL FIRE Fresno-Kings Unit,2018,Fresno,1/4/2019,10:18:00Z,,36.10499,"Hwy 198 and Coldwell Ln, 10 miles west of Coalinga",-120.55324,Coldwell Fire,"The Coldwell Fire started June 2 2018 near Hwy 198 and Coldwell Ln, 10 miles west of Coalinga (Fresno County)Is 100% contained at 13 acres on June 3 2018.",6/2/2018,09:55:00Z,,
2520,Los Padres National Forest,2016,Monterey,6/20/2016,08:30:00Z,,36.01542,off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett,-121.25029,Coleman Fire,The Coleman Fire off Mission Creek Rd and Milpitas Rd north of Fort Hunter Liggett (Monterey County) burned in June 2016.,6/4/2016,14:33:00Z,,
464,CAL FIRE Tehama-Glenn Unit,2016,Tehama,7/4/2016,07:45:00Z,,40.0353,"Colyear Springs Road, 7 miles west of Red Bank",-122.56939,Colyear Fire,"The Colyear Fire started on June 30, 2016 Colyear Springs Road, 7 miles west of Red Bank (Tehama County) and burned 464 acres.",6/30/2016,13:32:00Z,,
35,Klamath National Forest,2019,Siskiyou,,,,41.838,Hwy 96 near the Klamath River Community Hall,-122.845,Community Fire,,7/27/2019,10:15:00Z,,
274,CAL FIRE Santa Clara Unit,2013,Contra Costa,7/1/2013,18:30:00Z,,39.90465,off Concord Ave & Vineyard Parkway in Brentwood,-121.74367,Concord Fire,The Concord Fire burned in July 2013 off Concord Ave and Vineyard Parkway in Brentwood in Contra Costa County. ,7/1/2013,15:41:00Z,,
158,CAL FIRE Nevada-Yuba-Placer Unit,2015,Yuba,6/22/2015,11:45:00Z,,39.2688,"UC Field Station, Scott Forbes Road",-121.26471,Cook Fire,"The Cook Fire started June 18, 2015 near the UC Field Station, Scott Forbes Road in Yuba County.",6/18/2015,13:07:00Z,,
181,CAL FIRE Siskiyou Unit ,2015,Siskiyou,7/14/2015,08:30:00Z,,41.8048,5 miles North of the community of Montague on Cooley Rd,-122.5029,Cooley Fire,"Cooley Fire started on July 13 north of Montague on Cooley Road, in Siskiyou County and burned 181 acres. ",7/13/2015,17:56:00Z,,
50,CAL FIRE San Diego ,2019,San Diego,,,,32.564583,"off of Border road and Canyon Road, Southeast of Chula Vista ",-116.834583,Copper Fire,"Copper Fire started on October 30, 2019 off of Border road and Canyon Road, Southeast of Chula Vista in San Diego County.",10/31/2019,06:39:56Z,,
53,CAL FIRE Lassen-Modoc Unit,2018,Lassen,1/4/2019,09:03:00Z,,40.33642,"McKenzie Meadows and Hwy 36, 15 miles west of Susanville",-120.93005,Copper Fire,"The Copper Fire started September 22 2018 near McKenzie Meadows and Hwy 36, 15 miles west of Susanville (Lassen County). This fire was contained on September 28, 2018 and burned 53 acres.",9/22/2018,14:41:00Z,,
17,CAL FIRE Shasta-Trinity Unit,2017,Shasta,1/9/2018,12:42:00Z,,40.92602,HWY 299 just south of HWY 89 near Cassel,-121.5935,Corner Fire,"The Corner Fire started on August 17, 2017 off of HWY 299 just south of HWY 89 near Cassel (Shasta County) and burned 17 acres.",8/17/2017,14:15:00Z,,
35,CAL FIRE Shasta-Trinity Unit,2018,Shasta,1/4/2019,09:29:00Z,,40.95673,"Hwy 299 E & Hwy 89, east of Burney",-121.6002,Corner Fire,"The Corner Fire started on July 29, 2018 off Hwy 299 E & Hwy 89, east of Burney in Shasta County. The fire was contained on August 4, 2018 and burned 35 acres.",7/29/2018,16:22:00Z,,
11,CAL FIRE Madera-Mariposa-Merced ,2018,Madera,1/4/2019,09:52:00Z,,37.19817,"Cornerstone Court, Yosemite Lakes",-119.80414,Cornerstone Fire,"The Cornerstone fire started on July 9, 2018 at Cornerstone Court, Yosemite Lakes in Madera County. The fire was contained on July 10, 2018 at 11 acres.",7/9/2018,17:54:00Z,,
68,CAL FIRE Tehama-Glenn Unit,2019,Tehama,10/9/2019,12:39:00Z,,39.847708,"Inghram Road, South Corning",-122.1604,Corning Fire ,"The Corning Fire started October 9, 2019 off Inghram Road, South Corning in Tehama county.",10/9/2019,08:31:40Z,,
125,CAL FIRE Madera-Mariposa-Merced Unit ,2017,Mariposa,1/9/2018,12:40:00Z,,37.62823,Merced Falls Rd and Coronado Rd in Lake McClure,-120.30046,Coronado Fire,"The Coronado Fire started on August 13, 2017, off Merced Falls Rd and Coronado Rd in Lake McClure (Mariposa County) and burned 125 acres. ",8/13/2017,16:23:00Z,,
12503,Six Rivers National Forest,2013,Humboldt,8/12/2013,12:00:00Z,,41.035,Tish Tang Ridge east of Hoopa Valley Reservation,-123.488,Corral Complex,The Corral Complex burned in August 2013 off Tish Tang Ridge east of Hoopa Valley Reservation on the Six Rivers National Forest in Humboldt County. ,8/10/2013,11:40:00Z,,
155,Unified Command: Alameda County Fireand CAL FIRE Santa Clara Unit,2017,Alameda,4/5/2018,10:48:00Z,,37.63358,"Off Corral Hollow Road, South of Tracy",-121.49925,Corral Fire,"The Corral Fire started on September 19, 2017 off Corral Hollow Road, South of Tracy (Alameda County).",9/19/2017,14:05:00Z,,
920,CAL FIRE Madera-Mariposa-Merced Unit,2015,Madera,6/25/2015,18:45:00Z,,37.165767,"Road 222 and Tunoi Place, north of Auberry",-119.523943,Corrine Fire,"The Corrine Fire started on June 18, 2015 north of Auberry in Madera County.",6/18/2015,21:00:00Z,,3
156,CAL FIRE Shasta-Trinity Unit,2019,Shasta,8/17/2019,18:43:00Z,,40.484329,"Dersch Rd and Cottage Hill Dr, northeast of Anderson ",-122.159393,Cottage Fire,"The Cottage Fire started on August 15, 2019 off Dersch Rd x Cottage Hill Dr, 8 miles northeast of Anderson  in Shasta County.",8/15/2019,15:09:55Z,,
61,Kern County Fire Department,2016,Kern,6/12/2016,12:30:00Z,,35.77135,"off Highway 41, one mile east of the county line",-120.251,Cotton Fire,CAL FIRE assisted Kern Co. Fire Dept. with the Cotton Fire off Hwy 41 one mile east of the Kern County line in June 2016.,6/11/2016,15:04:00Z,,
35,CAL FIRE San Luis Obispo Unit,2013,San Luis Obispo,5/20/2013,19:10:00Z,,35.49864,Cayucos Creek Rd & Thunder Canyon Rd north of Cayucos,-120.91375,Cottontail Fire,"The Cottontail Fire burned in May 2013 off Cayucos Creek Road and Thunder Canyon Road, north of Cayucos in San Luis Obispo County. ",5/20/2013,15:45:00Z,,
50,CAL FIRE Siskiyou Unit,2013,Siskiyou,8/15/2013,17:00:00Z,,41.923323,"Cottonwood Creek Rd., 2 miles north of Hornbrook",-122.578393,Cottonwood Fire,"The Cottonwood Fire burned in August 2013 off Cottonwood Creek Road, 2 miles north of Hornbrook in Siskiyou County. ",8/15/2013,14:40:00Z,,
32,CAL FIRE / Riverside County Fire,2018,Riverside,1/4/2019,09:15:00Z,,33.97902,off High Country Drive in Moreno Valley,-117.20534,Country Fire,"The Country Fire started on August 25, 2018 off off High Country Drive in Moreno Valley (Riverside County). It burned 32 acres and was contained on August 25, 2018.",8/25/2018,11:58:00Z,,
82,CAL FIRE San Benito-Monterey,2017,Monterey,1/9/2018,12:27:00Z,,35.86596,Portuguese Canyon Rd. at Cross Country Rd. southeast of Bradley,-120.64584,Country Fire,"The Country Fire started on August 7, 2017, off Portuguese Canyon Road and Cross Country Road near Bradley (Monterey County) and burned 82 acres.",8/7/2017,18:08:00Z,,
85,CAL FIRE Amador - El Dorado Unit,2019,El Dorado,9/6/2019,07:24:00Z,,38.898915,"Highway 193 and Penobscot Rd, east of Cool",-120.946657,Country Fire,"The Country Fire started on September 3, 2019 at Highway 193 and Penobscot Rd, east of Cool in El Dorado County.",9/3/2019,14:57:31Z,,4
320,Unified Command: CAL FIRE Santa Clara Unit and Milpitas Fire Department,2018,Santa Clara,1/4/2019,09:37:00Z,,37.449425,County Club Rd & N Park Victoria Rd in Milpitas ,-121.88807,Country Fire,"The Country Fire started on July 22, 2018 off County Club Rd & N Park Victoria Rd, Milpitas (Santa Clara County). The fire was contained on July25, 2018 and burned 320 acres.",7/22/2018,13:06:00Z,,1
90288,CAL FIRE Sonoma-Lake-Napa Unit,2018,Napa,1/4/2019,09:57:00Z,,38.80583,east of Lake Berryessa,-122.18183,County Fire,"The County Fire started June 30 2018 near County Road 63 and Highway 16, Rumsey Canyon (Yolo County). The fire burned  was contained on July 14, 2018, and burned 90,288 acres .",6/30/2018,14:12:00Z,,29
